case_id,weight,language,ident1,sc1,cp_intro1,s0a,int1,int3,q1a,q1b,q1c,q1d,q1e,q1f,q1g,halfsamp,q2a,q2b,q2c,q2d,q3a,q3b,q3c,q3d,q4,q5,q6a,q6b,q6c,q6d,q6e,q7a,q7b,q7c,q7d,q7e,q8a,q8b,q8c,q9,q10,q11a,q11b,q11c,q11d,q11e,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q22a,q23,q23a,q24,q24a,q25,q26a,q26b,q26c,q27,q28,q29,q30,q31,q32a,q32b,q32c,q33,q34a,q34b,d7,d7a,recage,recage2,state,region,coverage,agecov,covtype,covtypeot,agecovtype,covselfother,covself,covselfot,covmkt,health,rechealth,rechealth2,care,prexa,everppfa,preg1,abort1,abort2,sti1,sti2,party,partyot,partylean,party3,party5,ideology,rvote,trumpapprove,trumpapprove2,religion,religionot,christian,bornagain,religrecode,racerelig,q35,q36,marital,d2,d3,employ,recemploy,d4,d8,receduc,receduc2,receduc3,d9,income,recincome,d10,d11,d11ot,racethn,nativity,racethn2,d16,gendervar,l1,c1,intv_start_date,intv_end_date
00002459,.7282,English,Web, , , , , ,Very important,Very important,The most important issue,Somewhat important,Very important,Not important,Very important,A,Not applicable (Vol. for phone),Not at all comfortable,Not at all comfortable,Not very comfortable, , , , ,Stayed about the same,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,True,True,True,About right,Too easy,About right,Stayed about the same,Illegal in all cases, , , , , ,"Yes, overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Don't know,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Protect the health and safety of women,Oppose,Oppose,Oppose,Oppose,Oppose, ,Oppose, ,Support,Support,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,25,25,"Yes, have heard of it",Somewhat safe,Abortion is safer,Abortion is less safe,Abortion is less safe,Very confident,False,False,40, ,18-64,30-49,FLORIDA,South,Covered by health insurance,Insured Less than 65,Plan you purchased yourself, ,Self-purchased plan, ,Through an insurance agent or broker, ,Not a marketplace,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-life,Yes,Yes,Not very worried,A Republican, , ,Republican/Independent lean Republican,Republican,Moderate,Yes,Somewhat approve,Strongly approve/Somewhat approve,Roman Catholic/Catholic, , , ,Catholic,Catholic,"Basically, every day",Yes,Single that is never married,Full-time, ,Employed full-time,Employed,1,Two year associate degree from a college or university,Some college,Some college,Less than college,"$70,000 to under $100,000","$70,000 to less than $100,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00002460,1.0977,English,Web, , , , , ,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,A,Very comfortable,Very comfortable,Very comfortable,Very comfortable, , , , ,More common,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable","No, not curable","No, not curable",True,True,False,True,True,Too difficult,Too difficult,Too difficult,Harder,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 14 and 20 weeks,5,5,"Yes, have heard of it",Very safe,Abortion is safer,Abortion is safer,Abortion is about as safe,Somewhat confident,False,False,22, ,18-64,18-29,NEW HAMPSHIRE,North East,Covered by health insurance,Insured Less than 65,"Plan through your parents, mother, or father (Vol. for phone)", ,Plan through parents/mother/father (Vol. for phone), , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,No,No,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,Not at all,No,Single that is never married,Part-time, ,Employed part-time,Employed,4,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$70,000 to under $100,000","$70,000 to less than $100,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00002461,.6215,English,Web, , , , , ,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,B, , , , ,Very comfortable,Not at all comfortable,Very comfortable,Very comfortable,Stayed about the same,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable",Not sure,"Yes, curable",True,True,False,True,False,Too difficult,Too difficult,Too difficult,Harder,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Still support,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,10,40,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,False,33, ,18-64,30-49,TEXAS,South,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,Yes,Pro-choice,Yes,No,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,Not at all,No,Single that is never married,Full-time, ,Employed full-time,Employed,1,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",College+,College+,College+,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191226,20191226
00002462,.3363,English,Web, , , , , ,Very important,Somewhat important,Very important,Refused/Web blank,Very important,Somewhat important,The most important issue,A,Not very comfortable,Somewhat comfortable,Somewhat comfortable,Not very comfortable, , , , ,More common,About 1 out of every 10,"Yes, curable","Yes, curable","Yes, curable",Not sure,"Yes, curable",False,False,True,True,True,About right,About right,Too easy,Stayed about the same,Illegal in most cases,Legal,Legal,Illegal,Illegal,Illegal,"Yes, overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Would continue to be legal,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Make it more difficult for women to access abortion,Support,Oppose,Support,Support,Oppose, ,Oppose, ,Oppose, ,"No, have not heard of it", , , ,Between 14 and 20 weeks,10,5,"No, have not heard of it",Somewhat safe,Abortion is safer,Abortion is safer,Abortion is safer,Not very confident,True,True,23, ,18-64,18-29,NEW YORK,North East,Not covered by health insurance,Uninsured Less than 65, , ,Uninsured <65, , , , ,Good,Good,Excellent/Very good/Good,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",No,Yes,Pro-life,Yes,Yes,Not very worried,An independent, ,Other party (Vol. for phone),Pure Independents,Undesignated,Moderate,Yes,Somewhat disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,Less than once a month,No,Single that is never married,Not employed,A student,A student,A student,2,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,Yes,Another race, ,Hispanic,U.S.,"Hispanic, born in US",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191225,20191225
00002463,.3917,English,Web, , , , , ,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,B, , , , ,Very comfortable,Not very comfortable,Very comfortable,Somewhat comfortable,More common,About 1 out of every 4,"No, not curable","No, not curable","Yes, curable","No, not curable","No, not curable",True,True,False,True,True,Too difficult,About right,About right,Stayed about the same,Illegal in most cases,Legal,Illegal,Illegal,Illegal,Illegal,"Yes, overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Support,Oppose,Oppose,Support,Still support,Oppose, ,Support,Support,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,20,30,"No, have not heard of it",Very safe,Abortion is safer,Abortion is about as safe,Abortion is less safe,Somewhat confident,False,False,38, ,18-64,30-49,ILLINOIS,North Central,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer, ,Spouse's employer, , , , ,Excellent,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",Yes,Yes,Pro-life,No,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Very liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,A few times a week,Yes,Married,Full-time, ,Employed full-time,Employed,2,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$150,000 or more","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191229,20191229
00002464,.4841,English,Web, , , , , ,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,A,Very comfortable,Not very comfortable,Very comfortable,Very comfortable, , , , ,Don't know enough to say,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable","Yes, curable",Not sure,True,True,False,True,False,About right,About right,About right,Stayed about the same,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Still support,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,True,Less than 8 weeks,2,5,"No, have not heard of it",Very safe,Abortion is safer,Abortion is safer,Abortion is about as safe,Somewhat confident,False,False,35, ,18-64,30-49,NEW YORK,North East,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer, ,Spouse's employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A neighborhood clinic or health center,"No, no one in household has pre-existing condition",No,Yes,Pro-choice,Yes,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,A few times a month,Yes,Married,Full-time, ,Employed full-time,Employed,2,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",College+,College+,College+,"$100,000 to under $150,000","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191224,20191224
00002466,1.4432,English,Web, , , , , ,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Not important,B, , , , ,Very comfortable,Not very comfortable,Somewhat comfortable,Not very comfortable,More common,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,True,True,True,Too difficult,Too difficult,Too difficult,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,5,30,"Yes, have heard of it",Somewhat safe,Abortion is safer,Abortion is safer,Abortion is about as safe,Not at all confident,False,False,30, ,18-64,30-49,KANSAS,North Central,Covered by health insurance,Insured Less than 65,Plan you purchased yourself, ,Self-purchased plan, ,From the marketplace known as healthcare.gov, , ,Excellent,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",Yes,No,Pro-choice,No,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,A few times a week,No,Married,Part-time, ,Employed part-time,Employed,2,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191224,20191224
00002474,.3751,English,Web, , , , , ,Very important,The most important issue,Somewhat important,Very important,Very important,The most important issue,The most important issue,B, , , , ,Very comfortable,Somewhat comfortable,Very comfortable,Very comfortable,More common,About 1 out of every 10,"Yes, curable","No, not curable","Yes, curable",Not sure,Not sure,True,True,True,True,True,About right,Too easy,About right,Stayed about the same,Illegal in most cases,Legal,Legal,Legal,Legal,Illegal,"Yes, overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Support,Support,Support,Support,Still support,Support,Still support,Support,Support,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,Refused/Web Blank,5,"No, have not heard of it",Somewhat safe,Abortion is less safe,Abortion is about as safe,Abortion is less safe,Somewhat confident,True,False,36, ,18-64,30-49,SOUTH CAROLINA,South,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",Yes,Yes,Pro-life,Yes,Yes,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Moderate,Yes,Somewhat approve,Strongly approve/Somewhat approve,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,Not at all,No,Single that is never married,Full-time, ,Employed full-time,Employed,1,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$40,000 to under $50,000","$40,000 to less than $50,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191224,20191224
00002477,1.2844,English,Web, , , , , ,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,A,Very comfortable,Somewhat comfortable,Very comfortable,Very comfortable, , , , ,Stayed about the same,About 1 out of every 10,"Yes, curable",Not sure,Not sure,Not sure,Not sure,True,True,False,True,True,Too difficult,Too difficult,Too difficult,Harder,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Now oppose,Support,Still support,Refused/Web blank, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,12,Refused/Web Blank,"No, have not heard of it",Very safe,Refused/Web blank,Refused/Web blank,Abortion is about as safe,Refused/Web blank,False,False,36, ,18-64,30-49,TEXAS,South,Not covered by health insurance,Uninsured Less than 65, , ,Uninsured <65, , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Not very worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Very liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,Less than once a month,No,Single that is never married,Full-time, ,Employed full-time,Employed,3,Two year associate degree from a college or university,Some college,Some college,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00002479,.335,English,Web, , , , , ,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,A,Very comfortable,Somewhat comfortable,Very comfortable,Very comfortable, , , , ,Stayed about the same,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable","No, not curable",Not sure,True,True,False,True,True,Too difficult,Too difficult,Too difficult,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Now oppose,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,3,32,"Yes, have heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,False,35, ,18-64,30-49,WEST VIRGINIA,South,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME, ,Medicaid, , , , ,Good,Good,Excellent/Very good/Good,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,Yes,Yes,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,Once a month,No,Single that is never married,Not employed,Temporarily unemployed,Temporarily unemployed,Unemployed,2,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,Refused,20191223,20191223
00002480,.5977,English,Web, , , , , ,Very important,Somewhat important,Not important,The most important issue,Very important,Somewhat important,Very important,B, , , , ,Not applicable (Vol. for phone),Not very comfortable,Somewhat comfortable,Very comfortable,Don't know enough to say,About 1 out of every 4,Not sure,Not sure,Not sure,Not sure,Not sure,True,True,False,True,True,Too difficult,Too difficult,About right,Harder,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,35,20,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,False,24, ,18-64,18-29,CALIFORNIA,West,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,No,Not at all worried,Something Else,Anarcho-communist,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Very liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Other religion,Un-affiliated Jewish,"No, not Christian", ,Other,Other,"Basically, every day",Yes,Single that is never married,Full-time, ,Employed full-time,Employed,3,Two year associate degree from a college or university,Some college,Some college,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00002482,.6241,English,Web, , , , , ,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,B, , , , ,Somewhat comfortable,Not at all comfortable,Not at all comfortable,Somewhat comfortable,Stayed about the same,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable",Not sure,"No, not curable",True,True,True,True,True,Too difficult,Too difficult,Too difficult,Harder,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,2,25,"Yes, have heard of it",Very safe,Abortion is safer,Abortion is safer,Abortion is about as safe,Somewhat confident,False,False,47, ,18-64,30-49,NORTH CAROLINA,South,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer, ,Spouse's employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,Yes,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Very liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,A few times a month,No,Married,Part-time, ,Employed part-time,Employed,3,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$150,000 or more","$100,000 or more",$100K+,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191223,20191223
00002488,.9058,English,Web, , , , , ,Very important,Very important,Very important,Somewhat important,Somewhat important,Not important,Not important,B, , , , ,Not applicable (Vol. for phone),Not very comfortable,Somewhat comfortable,Very comfortable,More common,About 1 out of every 10,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,True,True,True,About right,About right,About right,Harder,Illegal in most cases,Illegal,Legal,Legal,Legal,Illegal,"Yes, overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Support,Support,Support,Support,Still support,Support,Now oppose,Support,Support,"Yes, have heard of it",True,True,True,Less than 8 weeks,2,20,"No, have not heard of it",Somewhat safe,Abortion is safer,Abortion is safer,Abortion is about as safe,I would not help them (Vol. for phone),False,False,44, ,18-64,30-49,CALIFORNIA,West,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",Yes,No,Pro-life,Yes,Yes,Somewhat worried,An independent, ,Republican party,Republican/Independent lean Republican,Independent lean Republican,Moderate,Yes,Somewhat approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,A few times a week,Yes,Widowed,Full-time, ,Employed full-time,Employed,3,Refused/Web blank,Don't Know/Refused,Don't Know/Refused,Don't Know/Refused,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,Mixed, ,"Other, non-Hispanic", ,"Other, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00002491,.4802,English,Web, , , , , ,Very important,Very important,Very important,The most important issue,Very important,Somewhat important,Very important,A,Very comfortable,Somewhat comfortable,Not very comfortable,Somewhat comfortable, , , , ,Less common,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable",Not sure,"Yes, curable",True,True,True,True,True,Too difficult,Too difficult,About right,Harder,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Now oppose,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,14,0,"No, have not heard of it",Somewhat safe,Abortion is safer,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,True,33, ,18-64,30-49,PENNSYLVANIA,North East,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",No,Yes,Pro-choice,Yes,Yes,Not very worried,Something Else,"A logical, reasonably intelligent adult",Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,A few times a week,Yes,"Single, living with a partner",Full-time, ,Employed full-time,Employed,2,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",College+,College+,College+,"$30,000 to under $40,000","$30,000 to less than $40,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191223,20191223
00002494,.4904,English,Web, , , , , ,Very important,Very important,Very important,Very important,The most important issue,The most important issue,The most important issue,B, , , , ,Not applicable (Vol. for phone),Very comfortable,Very comfortable,Very comfortable,Less common,About 1 out of every 10,"Yes, curable",Not sure,"Yes, curable","No, not curable",Not sure,True,True,True,True,True,About right,Too difficult,About right,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Illegal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Oppose,Oppose,Oppose,Support,Still support,Support,Now oppose,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,10,50,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is less safe,Very confident,False,False,22, ,18-64,18-29,WASHINGTON,West,Covered by health insurance,Insured Less than 65,"Plan through your parents, mother, or father (Vol. for phone)", ,Plan through parents/mother/father (Vol. for phone), , , , ,Excellent,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,Yes,Pro-choice,Yes,Yes,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Very liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,Less than once a month,Yes,Single that is never married,Part-time, ,Employed part-time,Employed,4,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$150,000 or more","$100,000 or more",$100K+,No,Mixed, ,"Other, non-Hispanic", ,"Other, non-Hispanic",Female,Female,No,"Yes, has a home telephone",20191226,20191226
